# ChooseHextech 套路数据（社区用户套路 data/userjson + 每英雄 1 条常规兜底）
# 生成：collect/scripts/userjson-merge.mts，2026-08-15
# 格式：英雄  套路名  海克斯推荐  装备推荐  对局技巧  作者  适用版本
英雄	套路名	海克斯推荐	装备推荐	对局技巧	作者	适用版本
卡尔玛	AP核弹流	珠光护手、尤里卡、沃格勒特的巫师帽、有始有终、杀戮时间到了	卢登的回声、风暴狂涌、影焰、灭世者的死亡之帽、法师之靴、蜕生、兰德里的折磨、残疫	锻体：法强、法穿、CD、移速		26.16
塔里克	坦克流	蛋白粉奶昔、钢化你心、吞噬灵魂、坦克引擎	心之钢、凛冬之临、水银之靴、振奋盔甲、无终恨意、兰顿之兆、狂徒铠甲、败魔	暂无		26.16
塔里克	花剑宝石	蛋白粉奶昔、升级：无尽之刃、会心治疗、全心为你、双刀流	炽热香炉、花晓之剑、铁板靴、千变者贾修、月石再生器、黎明核心	锻体：治疗强度、抗性、攻速、移速		26.16
塔里克	走A流宝石	双刀流、神射法师、升级：耀光、点亮他们！	破败王者之刃、冰霜之心、冰脉护手、荆棘之甲、界弓、铁板靴	暂无		26.16
维迦	神射小法师	神射法师、穿针引线、升级：耀光、狂热者	纳什之牙、黄昏与黎明、灭世者的死亡之帽、界弓、裂隙制造者	锻体：CD、法强、攻速、法穿、物穿、全能吸血		26.16
维迦	极致cd无限E	尤里卡、无限循环往复、循环往复、缩小引擎、珠光护手	时光之杖、大天使之杖、灭世者的死亡之帽、蜕生、视界专注、星界驱驰	锻体：CD、法穿、法强、移速、抗性		26.16
维迦	超凡邪恶极致输出流小法	超凡邪恶、叠角龙、溢流、扇巴掌、珠光护手	风暴狂涌、影焰、灭世者的死亡之帽、视界专注、虚空之杖、法师之靴	锻体：法穿、CD、法强、移速		26.16
斯维因	死亡之环蛋白粉流	蛋白粉奶昔、死亡之环、会心治疗、急救用具	心之钢、无终恨意、千变者贾修、振奋盔甲、兰顿之兆、深渊面具、虚空之杖	锻体：法穿、抗性、生命值、治疗强度		26.16
斯维因	精怪魔法物转法乌鸦	精怪魔法、物理转魔法、最终形态、残忍	时光之杖、死亡之舞、裂隙制造者、振奋盔甲、无终恨意、残疫、公理圆弧	锻体：全能吸血、法强、法穿、CD、移速、治疗强度		26.16
斯维因	残忍血魔流	残忍	时光之杖、瑞莱的冰晶节杖、振奋盔甲、兰顿之兆、千变者贾修、水银之靴	锻体：CD、全能吸血、法强、法穿、移速		26.16
凯特琳	望远镜女警	更万用的瞄准镜、最万用的瞄准镜、万用瞄准镜	育恩塔尔荒野箭、无尽之刃、多米尼克领主的致意、海克斯镜片 C44、饮血剑、疾射火炮、狂战士胫甲、收集者	锻体：攻击力、物穿、攻速、全能吸血、移速		26.16
凯特琳	法爆穿甲流	珠光护手、升级：无尽之刃、巨人杀手、大力、魔法转物理、有始有终、亮出你的剑、更万用的瞄准镜	收集者、无尽之刃、公理圆弧、海克斯镜片 C44、电震涡流剑、多米尼克领主的致意、幽梦之灵、夜之锋刃	锻体：攻击力、物穿、CD、全能吸血、移速		26.16
凯特琳	亮剑女警	亮出你的剑、更万用的瞄准镜、升级：无尽之刃、吸血习性	收集者、无尽之刃、多米尼克领主的致意、死亡之舞、饮血剑、电震涡流剑、狂妄	锻体：攻击力、物穿、攻速、全能吸血、移速		26.16
墨菲特	核弹流&自爆流	俯冲轰炸、珠光护手、尤里卡、终极刷新、有始有终、沃格勒特的巫师帽、全凭身法	残疫、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、海克斯科技枪刃、法师之靴	锻体：法穿、法强、CD、移速、治疗强度		26.16
墨菲特	通背拳石头人	双刀流	心之钢、公理圆弧、海克斯注力刚壁、黄昏与黎明、破败王者之刃、猎魔人弩箭	锻体：CD、攻速、物穿、移速、抗性		26.16
墨菲特	大招流	尤里卡、全凭身法、沃格勒特的巫师帽、终极刷新、珠光护手	风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、残疫、公理圆弧	暂无		26.16
卡特琳娜	牙仙子无限大招卡特	牙仙子、你摸不到、穿针引线、终极不可阻挡	海妖杀手、破败王者之刃、界弓、海克斯注力刚壁、海克斯科技枪刃、死亡之舞、公理圆弧	锻体：全能吸血、CD、攻速		26.16
卡特琳娜	易损法爆爆杀流	珠光护手、易损、扳机炼狱	破败王者之刃、无尽之刃、影焰、界弓、智慧末刃、斯塔缇克电刃	锻体：全能吸血、物穿、法穿		26.16
卡特琳娜	双旋转流无敌卡特	扳机炼狱、秘术冲拳	破败王者之刃、海妖杀手、智慧末刃、鬼索的狂暴之刃、无尽之刃	锻体：全能吸血、物穿、法穿、移速		26.16
卡特琳娜	秘术冲拳无限大招流	秘术冲拳	海妖杀手、破败王者之刃、界弓、海克斯注力刚壁、死亡之舞、狂战士胫甲	锻体：物穿、全能吸血、CD、移速		26.16
魔腾	法爆梦魔	珠光护手、易损、升级：无尽之刃、更万用的瞄准镜	狂妄、公理圆弧、收集者、多米尼克领主的致意、无尽之刃、亵渎九头蛇、电震涡流剑	锻体：物穿、攻击力、攻速、全能吸血、移速		26.16
魔腾	暴击穿甲流	升级：无尽之刃、升级：收集者、更万用的瞄准镜	狂妄、公理圆弧、收集者、多米尼克领主的致意、无尽之刃、亵渎九头蛇、电震涡流剑	锻体：物穿、攻击力、攻速、全能吸血、移速		26.16
魔腾	自爆流	俯冲轰炸、最终形态、珠光护手	狂妄、公理圆弧、收集者、多米尼克领主的致意、无尽之刃、亵渎九头蛇、电震涡流剑	锻体：物穿、攻击力、攻速、移速		26.16
茂凯	咒语裂变飞星大树	咒语裂变、多重射击、狙神飞星	黯炎火炬、兰德里的折磨、视界专注、放血者的诅咒、灭世者的死亡之帽、残疫	锻体：CD、法穿、法强		26.16
茂凯	多重射击大树	多重射击、狙神飞星、循环往复、巨像的勇气	黯炎火炬、兰德里的折磨、瑞莱的冰晶节杖、裂隙制造者、放血者的诅咒、星界驱驰、视界专注	锻体：CD、法穿、法强、移速		26.16
茂凯	巨像大树	巨像的勇气、蛋白粉奶昔、急救用具、钢化你心	心之钢、凛冬之临、振奋盔甲、无终恨意、兰顿之兆、千变者贾修、兰德里的折磨、璀璨回响	锻体：CD、治疗强度、生命值		26.16
雷克顿	秘术冲拳+虚幻武器无限Q大风车	秘术冲拳、虚幻武器、循环往复	狂妄、贪欲九头蛇、无穷饥渴、朔极之矛、死亡之舞、黑色切割者	锻体：CD、全能吸血、攻击力、物穿、移速、治疗强度		26.16
雷克顿	终极唤醒无限Q大风车	终极唤醒、面包和黄油、循环往复	狂妄、公理圆弧、无穷饥渴、朔极之矛、死亡之舞、黑色切割者	锻体：CD、全能吸血、移速、攻击力、物穿		26.16
雷克顿	虚幻武器鳄鱼	虚幻武器、重量级打击手、歌利亚巨人、坦克引擎、钢化你心、终极唤醒、面包和黄油	心之钢、巨型九头蛇、死亡之舞、破败王者之刃、霸王血铠、水银之靴	锻体：CD、攻击力、物穿、生命值、抗性、移速、全能吸血		26.16
嘉文四世	无限击飞	无限循环往复、缩小引擎、循环往复、扇巴掌、吞噬灵魂、叠角龙	心之钢、霸王血铠、巨型九头蛇、无终恨意、无穷饥渴、狂徒铠甲、万世催化石	锻体：CD、攻击力、物穿、移速		26.16
嘉文四世	泥头车自爆流	俯冲轰炸、最终形态、捐赠、有始有终、珠光护手	狂妄、公理圆弧、死亡之舞、赛瑞尔达的怨恨、巨蛇之牙、夜之锋刃	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
嘉文四世	法爆皇子	珠光护手、关键暴击、会心防御、升级：无尽之刃、灵魂虹吸	狂妄、收集者、多米尼克领主的致意、无尽之刃、公理圆弧、死亡之舞、朔极之矛、水银之靴	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
伊莉丝	神射法师蜘蛛	神射法师、穿针引线、狂热者	纳什之牙、影焰、法师之靴、灭世者的死亡之帽、虚空之杖、中娅沙漏	锻体：全能吸血、攻速		26.16
伊莉丝	武魂真身爆杀流	珠光护手、超凡邪恶	灭世者的死亡之帽、虚空之杖、影焰、兰德里的折磨、法师之靴、风暴狂涌	暂无		26.16
奥莉安娜	法爆核弹发条	珠光护手、残忍、有始有终	卢登的回声、风暴狂涌、影焰、灭世者的死亡之帽、虚空之杖、法师之靴、无尽之刃	锻体：法穿、法强、CD、移速		26.16
孙悟空	秘术冲拳无限棍棒猴子	秘术冲拳、虚幻武器、循环往复、终极唤醒	狂妄、收集者、无穷饥渴、死亡之舞、多米尼克领主的致意、无尽之刃、公理圆弧	锻体：全能吸血、攻击力、物穿、CD、移速		26.16
孙悟空	生机进发猴子	生机迸发、升级：耀光、珠光护手	心之钢、公理圆弧、三相之力、黑色切割者、死亡之舞、霸王血铠、巨型九头蛇	锻体：CD、攻击力、抗性、生命值、全能吸血、移速		26.16
孙悟空	法爆猴子	珠光护手、升级：无尽之刃、会心防御、灵魂虹吸	收集者、无尽之刃、多米尼克领主的致意、朔极之矛、死亡之舞、无穷饥渴、公理圆弧	锻体：CD、攻击力、全能吸血、移速		26.16
李青	法爆瞎子	珠光护手、升级：无尽之刃、关键暴击、会心防御、灵魂虹吸	狂妄、收集者、无尽之刃、多米尼克领主的致意、亵渎九头蛇、死亡之舞、公理圆弧	暂无		26.16
李青	灵魄炸弹贴膜瞎	灵魄炸弹、活力焕发	月石再生器、救赎、流水法杖、炽热香炉、振奋盔甲、舒瑞娅的战歌	暂无		26.16
兰博	易损法爆核能烧烤流	珠光护手、易损、巨人杀手、回归基本功	风暴狂涌、影焰、灭世者的死亡之帽、无尽之刃、虚空之杖、法师之靴	锻体：法穿、法强、移速		26.16
兰博	虚幻武器站撸吸血	虚幻武器、术士果汁盒、超凡邪恶、珠光护手	兰德里的折磨、影焰、灭世者的死亡之帽、虚空之杖、纳什之牙、中娅沙漏	暂无		26.16
卡西奥佩娅	法术机关枪	超凡邪恶、无限循环往复、尤里卡、缩小引擎、循环往复	时光之杖、大天使之杖、瑞莱的冰晶节杖、灭世者的死亡之帽、虚空之杖、裂隙制造者、黯炎火炬	锻体：CD、全能吸血、法穿、法强、移速		26.16
卡西奥佩娅	残忍缚地流	残忍	时光之杖、大天使之杖、影焰、灭世者的死亡之帽、虚空之杖、中娅沙漏	暂无		26.16
斯卡纳	蛋白粉无限护盾回血蝎子	蛋白粉奶昔、星界躯体、钢化你心、坦克引擎、尖端发明家	心之钢、凛冬之临、无终恨意、振奋盔甲、兰顿之兆、败魔	暂无		26.16
斯卡纳	超负荷w秒杀蝎子	超负荷	黯炎火炬、兰德里的折磨、法师之靴、影焰、虚空之杖、灭世者的死亡之帽	暂无		26.16
黑默丁格	牙仙子爆杀流	牙仙子、神射法师、穿针引线、魔法飞弹、冰寒	影焰、黯炎火炬、兰德里的折磨、灭世者的死亡之帽、虚空之杖、瑞莱的冰晶节杖	暂无		26.16
黑默丁格	冰寒走不动道	冰寒	黯炎火炬、兰德里的折磨、瑞莱的冰晶节杖、灭世者的死亡之帽、莫雷洛秘典、影焰	暂无		26.16
奈德丽	雪球流豹女	史上最大雪球、升级：无尽之刃、弹球、珠光护手	风暴狂涌、影焰、卢登的回声、灭世者的死亡之帽、虚空之杖、视界专注	锻体：法穿、法强、CD、移速		26.16
乌迪尔	AP核弹流	珠光护手、虚幻武器、易损、冰寒、升级：无尽之刃、玻璃大炮、神射法师、最万用的瞄准镜	兰德里的折磨、影焰、灭世者的死亡之帽、风暴狂涌、虚空之杖、黯炎火炬、无尽之刃	锻体：法穿、法强、CD、移速、全能吸血		26.16
乌迪尔	AD一拳秒人流	最万用的瞄准镜、升级：无尽之刃、吸血习性、巨人杀手	收集者、狂妄、多米尼克领主的致意、无尽之刃、饮血剑、电震涡流剑	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
乌迪尔	心之钢双修流	钢化你心、坦克引擎、歌利亚巨人、重量级打击手	心之钢、无终恨意、裂隙制造者、霸王血铠、无穷饥渴、狂徒铠甲	锻体：全能吸血、CD、攻速、移速		26.16
波比	坦克流	坦克引擎、钢化你心、歌利亚巨人、飞身踢	心之钢、无终恨意、振奋盔甲、焚天、千变者贾修、水银之靴、凛冬之临	锻体：抗性、生命值、CD、移速		26.16
波比	暴击穿甲流	更万用的瞄准镜、升级：无尽之刃、易损	收集者、夺萃之镰、电震涡流剑、无尽之刃、多米尼克领主的致意、幽梦之灵	锻体：攻击力、物穿		26.16
波比	一刀流波比！	连拨击锤、暴击飞弹、易损、升级：无尽之刃	疾射火炮、收集者、无尽之刃、多米尼克领主的致意、破败王者之刃、命定灰烬	暂无		26.16
古拉加斯	贪欲束缚回血流	贪欲束缚、回归基本功、无限循环往复、吞噬灵魂	心之钢、无终恨意、凛冬之临、振奋盔甲、水银之靴、兰顿之兆	锻体：CD、治疗强度、生命值		26.16
古拉加斯	无限E顶人酒桶	无限循环往复、缩小引擎、循环往复、面包和奶酪、超凡邪恶、扇巴掌、全凭身法	时光之杖、视界专注、星界驱驰、巫妖之祸、凛冬之临、裂隙制造者	锻体：CD、抗性、法强、移速、治疗强度		26.16
古拉加斯	虚幻武器酒桶	虚幻武器、神射法师、纯粹主义者 - 术师	影焰、灭世者的死亡之帽、法师之靴、虚空之杖、视界专注、中娅沙漏、巫妖之祸	锻体：法穿、法强、CD、移速		26.16
伊泽瑞尔	双眼泪APEZ	尤里卡、穿针引线、巨人杀手、注魔	巫妖之祸、魔宗、大天使之杖、虚空之杖、影焰、灭世者的死亡之帽	锻体：法强、法穿、CD、移速、全能吸血		26.16
伊泽瑞尔	法爆EZ	珠光护手、升级：无尽之刃、暴击飞弹、易损、物法皆修、魔法转物理	夺萃之镰、魔宗、无尽之刃、多米尼克领主的致意、无穷饥渴、海克斯镜片 C44、饮血剑	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
伊泽瑞尔	物法皆修EZ	物法皆修、魔法转物理、活力焕发、注魔	三相之力、斯塔缇克电刃、魔宗、卢安娜的飓风、赛瑞尔达的怨恨、海克斯科技枪刃	锻体：物穿、法穿、CD、移速、全能吸血		26.16
伊泽瑞尔	三层注魔EZ	注魔、珠光护手	夺萃之镰、魔宗、多米尼克领主的致意、无尽之刃、饮血剑、无穷饥渴	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
伊泽瑞尔	纯粹术士全屏大招无限技能流	纯粹主义者 - 术师、秘术冲拳、循环往复、无限循环往复、亮出你的剑	三相之力、魔宗、破败王者之刃、赛瑞尔达的怨恨、朔极之矛、无穷饥渴	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
伊泽瑞尔	亮剑ez	亮出你的剑、巨人杀手	魔宗、朔极之矛、无穷饥渴、死亡之舞、破败王者之刃、三相之力	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
约里克	虚幻武器掘墓	虚幻武器、钢化你心、重量级打击手、歌利亚巨人、坦克引擎、无限循环往复	心之钢、破败王者之刃、死亡之舞、霸王血铠、斯特拉克的挑战护手、水银之靴	锻体：物穿、CD、攻击力、移速、全能吸血		26.16
